id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click
4230,User4230,35.0,Female,Tablet,Top,Education,Evening,1
7171,User7171,45.0,Male,Desktop,,Entertainment,Night,0
8656,User8656,32.0,Female,Mobile,Bottom,Entertainment,Morning,0
2320,User2320,53.0,Male,Desktop,Top,Social Media,Morning,0
6886,User6886,43.0,Male,Mobile,,,Unknown,1
1704,User1704,61.0,Female,Tablet,,Shopping,Evening,1
3536,User3536,51.0,Non-Binary,Tablet,Top,,Evening,0
375,User375,26.0,Non-Binary,Mobile,Top,,Evening,1
5082,User5082,44.0,Female,Mobile,Top,Shopping,Unknown,1
8350,User8350,25.0,Female,Mobile,,,Morning,0
1412,User1412,53.0,Male,Desktop,Side,Education,Afternoon,0
5457,User5457,39.0,Non-Binary,Desktop,Top,,Morning,0
8861,User8861,55.0,Male,Mobile,Top,Social Media,Morning,0
1863,User1863,29.0,Female,Tablet,Top,,Unknown,0
9866,User9866,54.0,Non-Binary,Tablet,Side,News,Unknown,0
3336,User3336,26.0,Non-Binary,Desktop,Bottom,,Morning,1
2021,User2021,41.0,Male,Mobile,Bottom,,Night,1
7688,User7688,57.0,Male,Mobile,Top,,Evening,1
9234,User9234,20.0,Male,Desktop,Bottom,,Morning,1
6854,User6854,32.0,Male,Mobile,Bottom,,Night,1
3097,User3097,59.0,Male,Desktop,Top,,Evening,0
8807,User8807,22.0,Male,Mobile,Side,Education,Evening,0
3641,User3641,33.0,Female,Tablet,,,Night,1
5815,User5815,64.0,Female,Mobile,Side,,Unknown,0
5066,User5066,46.0,Non-Binary,Mobile,Side,,Unknown,1
1478,User1478,19.0,Male,Mobile,Side,,Evening,0
9550,User9550,58.0,Non-Binary,Desktop,Top,Education,Afternoon,1
6467,User6467,30.0,Non-Binary,Desktop,Side,,Morning,1
440,User440,58.0,Non-Binary,Desktop,Side,Shopping,Afternoon,0
3333,User3333,30.0,Male,Tablet,Top,,Evening,1
3944,User3944,25.0,Female,Desktop,Side,,Morning,0
8937,User8937,57.0,Male,Tablet,Side,,Unknown,1
2952,User2952,37.0,Male,Mobile,Top,,Afternoon,0
6573,User6573,55.0,Non-Binary,Desktop,,,Evening,1
2812,User2812,25.0,Male,Tablet,Side,Shopping,Morning,0
2602,User2602,61.0,Female,Desktop,Side,Shopping,Afternoon,1
6248,User6248,48.0,Female,Mobile,Top,,Evening,1
7865,User7865,64.0,Male,Tablet,Bottom,News,Unknown,0
6989,User6989,28.0,Male,Mobile,Bottom,Shopping,Afternoon,1
9524,User9524,23.0,Female,Mobile,Top,,Morning,0
3843,User3843,42.0,Female,Mobile,Top,Shopping,Unknown,0
5055,User5055,45.0,Male,Desktop,Top,Education,Morning,1
8336,User8336,51.0,Non-Binary,Mobile,,News,Night,0
7267,User7267,20.0,Male,Desktop,Bottom,Shopping,Night,0
3335,User3335,24.0,Male,Mobile,Top,Entertainment,Night,1
6075,User6075,32.0,Non-Binary,Desktop,Side,Social Media,Night,1
5574,User5574,52.0,Female,Desktop,Bottom,Shopping,Afternoon,1
4620,User4620,43.0,Non-Binary,Mobile,Side,Entertainment,Night,1
7790,User7790,43.0,Non-Binary,Mobile,Top,Social Media,Morning,0
3062,User3062,34.0,Male,Desktop,Bottom,Entertainment,Unknown,1
3299,User3299,44.0,Non-Binary,Tablet,Side,News,Unknown,1
7973,User7973,28.0,Female,Mobile,Bottom,,Unknown,1
7268,User7268,28.0,Female,Desktop,Bottom,News,Evening,1
5912,User5912,41.0,Non-Binary,Mobile,Side,Education,Night,1
355,User355,33.0,Non-Binary,Desktop,,Social Media,Night,0
9638,User9638,64.0,Non-Binary,Desktop,Top,Entertainment,Morning,0
373,User373,34.0,Female,Mobile,Top,,Evening,1
4707,User4707,21.0,Non-Binary,Desktop,,,Evening,1
1420,User1420,62.0,Non-Binary,Desktop,Bottom,,Morning,1
4361,User4361,29.0,Male,Tablet,,Education,Afternoon,1
1122,User1122,49.0,Non-Binary,Tablet,,,Morning,1
9871,User9871,41.0,Male,Desktop,Bottom,,Unknown,0
7808,User7808,26.0,Female,Desktop,Top,,Night,1
5574,User5574,52.0,Female,Desktop,Bottom,Shopping,Afternoon,1
2876,User2876,23.0,Non-Binary,Tablet,,,Morning,1
3056,User3056,44.0,Male,Tablet,Top,Social Media,Morning,0
